"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies the privacy toggle is an interactive element with an accessible role.","1273","opt-out toggle on profile page has accessible role","desktop","2026-03-18","failed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the Name column header is visible in the attendee table.","6205","Name column header is visible in attendee table","desktop","2026-03-18","failed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the delete confirmation dialog contains explanatory text before confirming.","990","delete confirmation dialog has a visible title or prompt","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that a user who opted out of the attendee list remains hidden even after a subsequent sync.","1110","opted-out attendee stays hidden after re-sync","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies a host can delete a private meeting on mobile with a tappable delete button.","1028","6.8 Host can delete a private meeting on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that a last-sync timestamp indicator is visible on the attendees page.","6195","Last sync timestamp is shown","mobile","2026-03-18","failed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies the attendee list page loads within timeout even when many attendees are present.","1627","sync with large attendee batch — page loads without timeout","desktop","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the FAQ heading is present on the /faq route.","1171","""Frequently Asked Questions"" heading present","mobile","2026-03-18","passed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies the roundtables browse page reloads correctly.","1425","browse page remains functional after browser reload","desktop","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies the private meetings page renders non-empty content for the authenticated test user.","1143","private meetings page loads content for authenticated user","desktop","2026-03-18","failed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies the table is populated with names and no email addresses appear.","1012","authenticated user name appears in attendee table without email","mobile","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies the confirm button inside the delete dialog has a readable label.","1199","delete dialog confirm button has accessible name","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that FAQ accordion triggers are rendered on the page.","1189","All FAQ items render","mobile","2026-03-18","failed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies the FAQ page either loads publicly or redirects to the login page when accessed without authentication.","1167","FAQ page loads without auth","mobile","2026-03-18","passed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies the private meetings page renders non-empty content for the authenticated test user.","1121","private meetings page loads content for authenticated user","mobile","2026-03-18","failed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies a link to the FAQ page is present on the home page and navigates correctly.","6192","FAQ page accessible from home","mobile","2026-03-18","failed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies multiple cards have positive dimensions and do not overlap vertically.","1234","multiple roundtable cards render without layout breakage","mobile","2026-03-18","failed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the RSVP button has a readable label.","1219","RSVP button has an accessible name","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that even with a partial attendee dataset the page renders without crashing and shows existing rows.","1020","partial sync — some attendees present, page remains stable","desktop","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that the FAQ heading is within the initial viewport on /faq — users should not need to scroll to find it.","1472","FAQ heading visible without scrolling on load (above the fold)","desktop","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that when the private meetings page has no meetings, an empty state message is visible on mobile.","1013","Empty states visible on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that navigating to /#faq or /faq#section scrolls to or renders the FAQ section without error.","1164","deep-link to FAQ section via anchor","desktop","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies the privacy toggle to hide the user from attendee lists is present on the profile page.","1155","1.3 User can opt out of attendee list","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies the edit button has a readable, accessible label.","33978","edit button has an accessible name","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the invite dialog list does not expose any email addresses.","980","invite dialog attendee list renders without email addresses","mobile","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies timezone text is visible on the private meetings page at mobile width.","6118","timezone text is readable at 375px mobile viewport","desktop","2026-03-18","failed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that the host email is not shown in the invite dialog attendee list.","990","2.2 Host does not see their own email or name in the invite list","desktop","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies that typing in the search box reduces the visible attendee rows.","1008","searching a name narrows the attendee list","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies that triggering sync twice does not result in duplicate attendee rows.","1127","duplicate sync does not duplicate attendees","desktop","2026-03-18","failed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the table remains functional after clicking a sort column header rapidly.","1196","rapid sort clicks do not break the UI","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that Bizzabo registration sync has populated at least one attendee row.","1069","Bizzabo registration sync populates the attendee list","desktop","2026-03-18","passed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies the attendees page and data are still accessible after being idle without re-authentication.","1894","sync after long idle period — page still works","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that FAQ items can be navigated and activated using keyboard Tab and Enter keys.","1143","keyboard navigation through FAQ items","desktop","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that if sync fails an error or warning message is displayed to the user.","1065","sync failure shows error message","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the FAQ heading is visible on the /faq route on mobile.","1160","6.4 FAQ page renders with content on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the FAQ section renders within the mobile viewport (375px) without causing horizontal scrolling.","1160","FAQ section visible on mobile without horizontal scroll","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that FAQ accordion triggers have an appropriate ARIA role (button) and aria-expanded attribute for screen reader accessibility.","1152","FAQ item accessible by ARIA role","mobile","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that navigating to /#faq or /faq#section scrolls to or renders the FAQ section without error.","1222","deep-link to FAQ section via anchor","mobile","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies the RSVP button has a tappable bounding box at 375px viewport width.","1101","RSVP button tappable on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the page handles the case where no meetings exist gracefully.","1075","no meetings state shows expected messaging or empty UI","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that Roundtable Invite and Private Meeting Invite columns appear in the attendee table header.","1182","1.5 Invitation status columns are shown in the attendee table header","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies the edit form shows the current title pre-filled in the title input.","33501","edit form shows existing title as pre-filled value","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the RSVP button is present on browse cards when roundtables exist.","1158","RSVP button on browse page is visible when seats are available","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that search and sort work together without breaking the table.","1000","filter and sort can be applied simultaneously","mobile","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that if a FAQ search input exists, typing a query filters the visible FAQ items; if absent, the FAQ heading is still present.","1035","search within FAQ filters results when feature exists","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that searching with special characters does not crash the page.","1220","search with special characters returns gracefully","mobile","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the browser tab title contains a meaningful word for this page context.","862","page title contains relevant keyword","mobile","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that edit controls are only shown on the authenticated user's own roundtables.","1107","participant cannot see edit button on another host roundtable","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the send invite dialog can be opened and then dismissed.","1004","invite dialog is dismissible after opening","mobile","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies email addresses are not visible in the table after applying a sort.","1115","email is not visible after sorting by Name","mobile","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that special characters such as &, <, >, apostrophes, and quotes are rendered correctly, not as raw HTML entities or escaped sequences.","927","special characters in question and answer display correctly","desktop","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that roundtable cards show a title.","1144","roundtable card title is non-empty","desktop","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies no raw ""undefined"" value appears from missing data.","924","no ""undefined"" text visible on private meetings page","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies the delete confirmation dialog can be dismissed by pressing Escape.","999","delete confirmation modal dismisses with Escape key","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that the first two buttons on the attendees page do not have overlapping bounding boxes at 375px.","997","Touch targets do not overlap (button bounding boxes)","desktop","2026-03-18","failed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that email addresses are not exposed in the attendee table after sync.","1170","Synced attendee email is hidden from the attendee list","mobile","2026-03-18","passed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies that clicking the Name sort column twice does not break the table UI.","1022","sort by Name can be toggled without breaking the table","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies the manage availability or time slots section is visible.","953","manage availability section is present on the page","desktop","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies the browser back button navigates away from the private meetings page.","1292","back navigation from private meetings page works","mobile","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies individual roundtable cards do not display any email address.","886","roundtable cards do not expose email in card text","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies a roundtable card fits within the 375px viewport width without triggering horizontal scroll.","1066","Roundtable card fully visible without horizontal scroll","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that when the network is interrupted mid-sync, an error or retry prompt is shown rather than a silent failure.","1353","network interruption during sync shows error or retry message","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies table cells have positive dimensions and are not collapsed.","1041","attendee table row cells do not overlap at default viewport","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the delete/cancel button has a readable, accessible label.","33818","delete button has an accessible name","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies an empty state or a list is shown — page renders gracefully regardless.","1102","browse page empty state shows appropriate message when no roundtables exist","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that a long answer does not overflow its container — it must be either scrollable or visually contained within the viewport width.","1146","very long answer text is scrollable or readable","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies the edit button has a readable, accessible label.","33490","edit button has an accessible name","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the roundtable creation wizard step 1 renders a time-slot card at 375px.","1100","Roundtable creation wizard renders on mobile","mobile","2026-03-18","failed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the private meetings management page renders expected content.","968","private meetings management page loads without error","mobile","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies loading indicators are visible before content loads at 375px, or content loads cleanly.","779","Loading states visible on mobile","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that each key page has a non-empty document title (browser tab label) at 375px.","1635","Page title visible in mobile browser tab","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the /roundtables/browse route loads successfully without a 404 error.","1039","navigation to roundtables browse page does not result in a 404","desktop","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies that an attendee count indicator is displayed after Bizzabo sync runs.","1116","Attendee count is shown on the attendees page after sync","desktop","2026-03-18","passed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies email addresses are not visible in the table after applying a sort.","1044","email is not visible after sorting by Name","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that if sync fails an error or warning message is displayed to the user.","1101","sync failure shows error message","desktop","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the attendee data is presented in a semantic table element for accessibility.","1109","table is accessible via semantic table element","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the attendee count indicator contains a digit, not a placeholder.","1166","attendee count shown is a numeric value","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the attendee list is visible at a narrow (375px) mobile viewport width.","1026","attendee list renders at 375px mobile viewport width","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the host name or identifier on the card is present and not empty.","1145","host name on roundtable card is non-empty","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the delete meeting button has a meaningful accessible label.","973","delete button has an accessible name","mobile","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies no email addresses are exposed anywhere on the private meetings page.","926","no email address visible in meeting list","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies the FAQ accordion items can be tapped and expanded at 375px viewport.","1427","FAQ accordion tappable on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the send invite dialog can be opened and then dismissed.","928","invite dialog is dismissible after opening","desktop","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies that clicking an FAQ item expands its answer.","1097","FAQ item expands on click","desktop","2026-03-18","failed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies that a timezone label is shown on the private meetings management page.","947","2.1 Timezone is displayed during time slot selection","desktop","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies that an authenticated user can access the profile page and find an opt-out toggle.","1062","synced attendee can opt out of list","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that when the private meetings page has no meetings, an empty state message is visible on mobile.","816","Empty states visible on mobile","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that attendee fields (name/company) are populated and contain non-placeholder text after sync.","1323","attendee updated in Bizzabo — name or company field reflects updated data","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the edit roundtable form opens and its inputs have tappable bounding boxes at 375px.","1140","Edit roundtable form fields tappable on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that clicking the sync button triggers a re-sync and the list remains intact afterward.","6172","Manual re-sync updates the attendee list","desktop","2026-03-18","failed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies the host name or identifier on the card is present and not empty.","1191","host name on roundtable card is non-empty","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that triggering sync twice does not result in duplicate attendee rows.","1135","duplicate sync does not duplicate attendees","mobile","2026-03-18","failed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that navigating away and back to the FAQ page does not duplicate the FAQ heading.","1581","FAQ not duplicated on re-render after route change","mobile","2026-03-18","failed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies the invite dialog list does not expose any email addresses.","1274","invite dialog attendee list renders without email addresses","desktop","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that attendee list column headers are visible at a 375px mobile viewport.","1280","Attendee list columns readable at mobile width","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the opt-out toggle or checkbox in the attendee list has a non-zero bounding box on mobile.","1062","Attendee opt-out toggle tappable on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that the host email is not exposed anywhere on the roundtable creation page.","815","3.6 Host does not see their own email in the roundtable creation flow","mobile","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies the RSVP button is present on browse cards when roundtables exist.","1135","RSVP button on browse page is visible when seats are available","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the cancel RSVP confirmation can be dismissed to preserve the RSVP.","1154","cancel RSVP confirmation dialog can be dismissed without cancelling","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that special characters such as &, <, >, apostrophes, and quotes are rendered correctly, not as raw HTML entities or escaped sequences.","1033","special characters in question and answer display correctly","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that buttons have non-zero bounding boxes on mobile (tappable touch targets).","963","6.2 Buttons and forms are tappable on mobile screen","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the table does not display raw ""null"" from missing data fields.","1036","no ""null"" text visible in attendee table","desktop","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies the page has a viewport meta tag with width=device-width to prevent layout shift on keyboard open.","766","Forms do not shift when keyboard opens (viewport meta check)","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that any HTML in FAQ answers is sanitized — no inline script tags, onerror handlers, or other XSS vectors are executed or visible in the DOM.","993","HTML in answer renders safely without XSS","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies the RSVP button has a readable label.","1170","RSVP button has an accessible name","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that email addresses are not exposed in the attendee table after sync.","1110","Synced attendee email is hidden from the attendee list","desktop","2026-03-18","passed","2026-03-18","Phase 4 — Bizzabo Sync","Phase 4 — Bizzabo Sync","",""
"Verifies the Back button in the wizard returns the user to the previous step.","1345","creation wizard back navigation returns to previous step","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that FAQ accordion triggers are rendered on the page.","1137","All FAQ items render","desktop","2026-03-18","failed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies the sync button enters a loading or disabled state while the request is pending.","1072","sync in progress — button shows loading state or is disabled","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the roundtables browse page loads at narrow mobile viewport.","1276","browse page renders at 375px mobile viewport","mobile","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies a link to the FAQ page is present on the home page and navigates correctly.","6221","FAQ page accessible from home","desktop","2026-03-18","failed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies the home page layout does not break in landscape mobile orientation (560x375).","1101","Landscape orientation layout holds at 560x375","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that the private meeting creation form fields have tappable bounding boxes at 375px.","833","Private meeting creation form tappable on mobile","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies that a participant can cancel their RSVP or seat for a roundtable.","1374","3.5 Participant can cancel their RSVP or seat","mobile","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies that email addresses are hidden from the attendee list for privacy.","1172","1.2 Email addresses are NOT visible in the attendee list","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies at least one time slot card is visible and clickable in the creation wizard step 1.","1009","creation flow step 1 time slots are selectable","desktop","2026-03-18","failed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies only one confirmation dialog appears even if the delete button is clicked multiple times.","974","multiple rapid delete button clicks do not stack dialogs","mobile","2026-03-18","passed","2026-03-18","Private Meetings — Edge Cases","Private Meetings — Edge Cases","",""
"Verifies that a timezone label is shown on the private meetings management page.","954","2.1 Timezone is displayed during time slot selection","mobile","2026-03-18","passed","2026-03-18","Phase 2 — Private Meetings","Private Meetings — Happy Path","",""
"Verifies that long text content in attendee rows does not cause the row to exceed viewport width at 375px.","1395","Long text truncates correctly on mobile","mobile","2026-03-18","failed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies clearing the search field restores all attendee rows.","1018","clearing search restores the full attendee list","mobile","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
"Verifies that a host can delete or cancel a roundtable and the confirmation dialog closes.","34052","3.4 Host can delete or cancel a roundtable","desktop","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies the roundtables browse page heading is visible on mobile.","1085","6.3 Roundtables page renders with content on mobile","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the timezone indicator on the browse page has readable text content.","1113","timezone shown on browse page is readable","desktop","2026-03-18","passed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies the attendee table uses semantic HTML roles (table/row/cell) that are consumable by assistive technologies.","1182","attendee list is accessible to screen reader roles after sync","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that a seat count or capacity indicator appears on the roundtable card.","1178","seat count is shown on a roundtable card","desktop","2026-03-18","passed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies the timezone indicator on the browse page has readable text content.","6184","timezone shown on browse page is readable","mobile","2026-03-18","failed","2026-03-18","Roundtables — Edge Cases","Roundtables — Edge Cases","",""
"Verifies that long text content in attendee rows does not cause the row to exceed viewport width at 375px.","1103","Long text truncates correctly on mobile","desktop","2026-03-18","failed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the attendee search input is focusable and has a tappable bounding box at 375px.","1055","Attendee search input tappable on mobile","mobile","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the roundtables browse page does not cause horizontal scrolling at 375px.","830","Roundtable browse page has no horizontal overflow","desktop","2026-03-18","passed","2026-03-18","Phase 6 — Mobile Interface","Phase 6 — Mobile Interface","",""
"Verifies the attendee data is presented in a semantic table element for accessibility.","1144","table is accessible via semantic table element","mobile","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that the browse page shows at least one roundtable card when data exists.","925","browse page loads at least one roundtable card","mobile","2026-03-18","failed","2026-03-18","Phase 3 — Roundtables","Roundtables — Happy Path","",""
"Verifies that any HTML in FAQ answers is sanitized — no inline script tags, onerror handlers, or other XSS vectors are executed or visible in the DOM.","982","HTML in answer renders safely without XSS","desktop","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that the Job Title column header is present, indicating the Bizzabo job title field is mapped.","1147","Bizzabo field mapping — job title field populated for synced attendee","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the FAQ heading is present on the /faq route.","1291","""Frequently Asked Questions"" heading present","desktop","2026-03-18","passed","2026-03-18","Phase 5 — FAQ","Phase 5 — FAQ","",""
"Verifies that the FAQ page renders correctly even when waiting for full network idle, simulating a slower connection.","1673","FAQ page loads on slow connection (networkidle wait)","mobile","2026-03-18","passed","2026-03-18","FAQ — Edge Cases","FAQ — Edge Cases","",""
"Verifies that even with a partial attendee dataset the page renders without crashing and shows existing rows.","1245","partial sync — some attendees present, page remains stable","mobile","2026-03-18","passed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies that when sync produces no new attendees the count is unchanged or a no-op message is shown.","1219","sync with 0 new attendees shows no-op message or counter stays same","mobile","2026-03-18","failed","2026-03-18","Bizzabo Sync — Edge Cases","Bizzabo Sync — Edge Cases","",""
"Verifies the attendees page has a non-empty document title.","823","attendees page title is present in the document head","mobile","2026-03-18","passed","2026-03-18","Attendee List — Edge Cases","Attendee List — Edge Cases","",""
"Verifies that the attendee list can be sorted by Name, Company, and Job Title.","1517","1.4 Attendee list can be sorted by Name, Company, and Job Title","desktop","2026-03-18","passed","2026-03-18","Phase 1 — Attendee List","Attendee List — Happy Path","",""
